id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
8052,Dusty Aisle,Azure Strings,lofi,melancholic,0.25,61,0.48,0.66,0.89
8053,Wandering Tears,Quiet Network,blues,nostalgic,0.24,92,0.18,0.57,0.87
8054,Mended Joy,Frost Pulse,soul,happy,0.69,90,0.51,0.67,0.63
8055,Warm Place,Drifting Static,indie pop,nostalgic,0.51,98,0.57,0.71,0.26
8056,Deep Intimacy,True System,r&b,joyful,0.45,103,0.67,0.7,0.64
8057,Slow Boogie,Spinning Bloom,blues,nostalgic,0.46,69,0.2,0.36,0.76
8058,Sparkling Anthem,Frost Rain,pop,joyful,0.74,101,0.91,0.77,0.34
8059,Pastoral Ballade,Iron Circuit,classical,focused,0.47,51,0.75,0.28,0.85
8060,Tender Moment,Warm Archive,indie pop,joyful,0.81,123,0.68,0.64,0.31
8061,Raw Tower,Copper Network,rock,angry,0.85,167,0.62,0.66,0.21
8062,Ultraviolet Waveform,Fast Archive,synthwave,moody,0.72,99,0.67,0.6,0.2
8063,Autumnal Sonata,Deep Rhythm,classical,nostalgic,0.34,94,0.56,0.39,0.98
8064,Open Awakening,New Keys,soul,moody,0.71,101,0.53,0.78,0.41
8065,Natural Chant,True Ocean,reggae,relaxed,0.63,72,0.74,0.75,0.54
8066,Red Saloon,Haze Machine,country,nostalgic,0.78,103,0.75,0.66,0.72
8067,Sultry Groove,Spinning Mountain,jazz,relaxed,0.52,108,0.74,0.63,0.68
8068,Concrete Legacy,Mellow Storm,hip-hop,intense,0.72,78,0.73,0.72,0.17
8069,Underground Crown,Loud Frequency,hip-hop,happy,0.75,111,0.78,0.72,0.06
8070,Fading Petal,Bare Collective,dream pop,romantic,0.48,115,0.71,0.53,0.48
8071,Supersonic Force,Velvet Garden,edm,joyful,0.84,144,0.88,0.86,0.01
8072,Still Cafe,Wide Collective,lofi,relaxed,0.4,77,0.42,0.52,0.94
8073,Drifting Resonance,Lost Laboratory,ambient,chill,0.26,76,0.6,0.16,0.93
8074,Rising Moment,Mosaic Machine,r&b,romantic,0.5,92,0.87,0.89,0.39
8075,Hypersonic Algorithm,New Pond,edm,intense,0.96,127,0.73,0.99,0.06
8076,True Freestyle,Solar Mirror,hip-hop,moody,0.91,91,0.55,0.86,0.03
8077,Peaceful Concerto,Nova Lake,classical,melancholic,0.15,47,0.54,0.29,0.93
8078,Country Sky,Loud Noise,country,melancholic,0.71,109,0.76,0.62,0.69
8079,Sunset Homestead,Burning Tower,country,romantic,0.5,97,0.63,0.53,0.54
8080,Tempestuous Elegy,Old Sky,classical,peaceful,0.1,64,0.76,0.36,0.96
8081,Burning Truth,Dawn Project,soul,moody,0.55,96,0.83,0.74,0.62
8082,Glowing Memory,Wild Sky,dream pop,melancholic,0.68,76,0.58,0.5,0.39
8083,Relentless Judgment,Sinking Current,metal,angry,0.87,142,0.45,0.62,0.04
8084,Faded Bedroom,Frost Reef,lofi,chill,0.44,73,0.52,0.63,0.94
8085,Rising Shore,Spinning Desert,reggae,happy,0.74,71,0.89,0.66,0.63
8086,Zenith Night,Copper Forest,edm,confident,0.99,148,0.81,0.88,0.06
8087,Supreme Force,Rising Sky,edm,joyful,0.91,122,0.7,0.98,0.09
8088,Bold Echo,Orbit Window,pop,confident,0.74,120,0.83,0.8,0.14
8089,Authentic Forgiveness,New Fog,soul,romantic,0.43,71,0.8,0.55,0.48
8090,River Town,Static Collective,country,happy,0.66,111,0.84,0.73,0.55
8091,Solemn Minuet,Lost Creek,classical,focused,0.31,104,0.6,0.38,0.83
8092,Happy Journey,Pure Agency,indie pop,happy,0.6,128,0.59,0.7,0.33
8093,Faded Lamp,Burning Assembly,lofi,nostalgic,0.4,78,0.44,0.71,0.83
8094,Wintry Etude,Rust Institute,classical,melancholic,0.26,42,0.59,0.12,0.92
8095,Sunny Letter,Amber Archive,indie pop,happy,0.74,115,0.77,0.61,0.21
8096,Savage Apocalypse,Iron Institute,metal,confident,0.86,186,0.43,0.66,0.04
8097,Breezy Rhythm,Zenith Bridge,reggae,happy,0.52,100,0.93,0.75,0.75
8098,Tender Room,Lost Storm,jazz,confident,0.52,76,0.52,0.52,0.8
8099,Tender Devotion,Drifting Shade,r&b,romantic,0.66,84,0.61,0.65,0.51
8100,Quantum Transmission,Quiet Network,synthwave,intense,0.73,116,0.48,0.86,0.29
8101,Summer Spark,Golden Division,pop,joyful,0.79,137,0.91,0.75,0.16
8102,Screaming Road,Twilight Roots,rock,angry,0.82,163,0.48,0.5,0.23
8103,Raw Road,Silver Static,rock,intense,0.78,153,0.46,0.52,0.28
8104,Burning River,Faded Static,soul,moody,0.52,77,0.47,0.51,0.75
8105,Pure Mind,Worn Lake,indie pop,happy,0.54,103,0.89,0.7,0.35
8106,Calm Summer,Fast Collective,indie pop,nostalgic,0.79,93,0.79,0.76,0.53
8107,Mega Explosion,Turning Agency,edm,euphoric,0.86,131,0.96,0.98,0.09
8108,Cracked Thunder,Neon Roots,rock,confident,0.89,144,0.31,0.61,0.16
8109,Sweet Time,Cobalt Reef,indie pop,joyful,0.63,116,0.6,0.57,0.48
8110,Back Porch,Iron Voltage,country,happy,0.51,117,0.88,0.65,0.61
8111,Obliterating Mayhem,Amber Window,metal,angry,0.85,175,0.42,0.55,0.03
8112,Shimmering Tide,Old Fog,dream pop,moody,0.7,85,0.69,0.45,0.66
8113,Hazy Breath,Blazing Silence,dream pop,romantic,0.46,85,0.46,0.45,0.32
8114,Infrared Modulation,Midnight Bureau,synthwave,nostalgic,0.9,90,0.65,0.81,0.23
8115,Still Bedroom,Rust Fog,lofi,nostalgic,0.31,83,0.69,0.69,0.67
8116,Ephemeral Moon,Pulse Mountain,dream pop,melancholic,0.65,83,0.6,0.5,0.4
8117,Hollow Rambling,Rust Beacon,blues,nostalgic,0.3,79,0.48,0.62,0.71
8118,Retro Transmission,Light Initiative,synthwave,confident,0.56,124,0.45,0.78,0.29
8119,Warp Oscillation,Ash Foundation,edm,confident,0.98,140,0.7,0.89,0.09
8120,Building Beat,Soft Agency,hip-hop,intense,0.74,80,0.54,0.75,0.06
8121,Bold Storm,Crimson Signal,pop,happy,0.91,112,0.93,0.96,0.37
8122,One Wave,Coral Signal,reggae,relaxed,0.64,100,0.85,0.75,0.79
8123,Back River,Blazing System,country,melancholic,0.71,122,0.84,0.7,0.71
8124,Rainy Lamp,Static Chorus,lofi,relaxed,0.53,95,0.48,0.67,0.8
8125,Floating Interval,Bound Fire,ambient,peaceful,0.23,75,0.81,0.3,0.94
8126,Pulsing Fever,Iron Star,pop,euphoric,0.72,138,0.84,0.73,0.09
8127,Forsaken River,Open Voltage,blues,nostalgic,0.43,96,0.2,0.34,0.67
8128,Ephemeral Haze,Warm Ensemble,dream pop,melancholic,0.6,100,0.8,0.7,0.62
8129,Warm Archive,Drifting Storm,lofi,chill,0.27,71,0.65,0.57,0.94
8130,Free Wonder,Soft Candle,indie pop,nostalgic,0.66,108,0.61,0.56,0.17
8131,Cosmic Continuum,Bold Ocean,ambient,relaxed,0.28,75,0.52,0.2,0.78
8132,Grind Foundation,Haze Wind,hip-hop,joyful,0.67,109,0.43,0.95,0.21
8133,Ageless Promise,Lunar Shade,r&b,happy,0.76,85,0.91,0.71,0.45
8134,Mega Modulation,Iron Pond,edm,confident,0.92,146,0.94,0.89,0.05
8135,Infinite Threshold,Gentle Laboratory,ambient,peaceful,0.11,64,0.74,0.31,0.91
8136,One Blessing,Orbit Assembly,reggae,peaceful,0.72,96,0.95,0.91,0.57
8137,Glittering Beat,Floating Chorus,pop,joyful,0.67,120,0.91,0.85,0.07
8138,Laser Sky,Twilight Silence,synthwave,euphoric,0.69,89,0.52,0.64,0.29
8139,Peak Force,Mellow Bridge,edm,happy,0.86,139,0.75,0.95,0.08
8140,Iron Rage,Cool Rain,metal,confident,0.91,148,0.1,0.65,0.09
8141,Creek Song,Wild Engine,country,melancholic,0.55,117,0.65,0.71,0.8
8142,Transient Mirage,Bound Syndicate,dream pop,romantic,0.63,95,0.69,0.52,0.71
8143,Midnight Harmonica,Changing Flow,blues,melancholic,0.54,69,0.42,0.62,0.83
8144,Infrared Runway,Sinking Society,synthwave,confident,0.9,106,0.39,0.81,0.2
8145,Fragile Reverie,Shifting Calm,dream pop,moody,0.66,74,0.58,0.55,0.33
8146,Rising Repatriation,Heavy Ensemble,reggae,joyful,0.61,90,0.82,0.89,0.72
8147,Weightless Continuum,Sharp Light,ambient,relaxed,0.28,46,0.7,0.41,0.82
8148,Good Dirt,Old Rain,country,happy,0.59,107,0.78,0.62,0.58
8149,Quiet Movement,Falling Cloud,jazz,romantic,0.39,76,0.71,0.72,0.64
8150,Weightless Shore,Warm Brass,ambient,chill,0.28,51,0.81,0.27,0.78
8151,True Meditation,Lunar Creek,reggae,joyful,0.46,94,0.88,0.7,0.63
8152,Warm Grace,Lost Sea,soul,nostalgic,0.41,69,0.73,0.78,0.37
8153,Mellow Devotion,Bright Fire,r&b,confident,0.8,107,0.76,0.82,0.22
8154,Radiant Summer,Slow Frequency,pop,nostalgic,0.64,110,0.92,0.9,0.04
8155,Wrathful Damnation,Cool Chorus,metal,intense,0.93,186,0.12,0.39,0.04
8156,Majestic Barcarolle,Cool Voltage,classical,peaceful,0.35,101,0.56,0.35,0.96
8157,Hazy Suggestion,Zenith Groove,dream pop,moody,0.45,98,0.63,0.6,0.71
8158,Still Vinyl,Loud Shadow,lofi,melancholic,0.48,67,0.57,0.4,0.79
8159,Mellow Surrender,Copper Roots,r&b,moody,0.78,85,0.86,0.78,0.38
8160,Drifting Ocean,Gentle Reef,ambient,chill,0.35,77,0.74,0.41,0.74
8161,Capacitor Oscillator,Silent Spark,synthwave,intense,0.67,97,0.51,0.65,0.12
8162,Sweet Summer,Floating Lantern,indie pop,moody,0.58,99,0.59,0.75,0.39
8163,Breathless Forever,Soft Collective,r&b,romantic,0.69,72,0.68,0.74,0.25
8164,Hot Hustle,Lost Engine,hip-hop,happy,0.86,95,0.78,0.82,0.08
8165,Warm Home,Copper Brook,country,melancholic,0.74,89,0.92,0.65,0.57
8166,Metro Rhythm,Open Flame,hip-hop,joyful,0.68,85,0.68,0.82,0.04
8167,Hushed Improvisation,Iron Beacon,jazz,melancholic,0.43,107,0.82,0.62,0.69
8168,Grand Elegy,Raw Noise,classical,melancholic,0.37,64,0.68,0.13,0.87
8169,Burning Forgiveness,Drifting Sky,soul,joyful,0.44,69,0.52,0.68,0.75
8170,Midnight Shuffle,Deep Collective,blues,relaxed,0.23,59,0.55,0.64,0.73
8171,Wild Adventure,Soaring Sun,indie pop,melancholic,0.86,130,0.87,0.81,0.28
8172,Sunny Verse,Bold Cloud,indie pop,melancholic,0.57,100,0.91,0.71,0.56
8173,Foggy Lamp,Chrome Light,lofi,nostalgic,0.43,74,0.72,0.47,0.69
8174,Moody Serenade,Glass Groove,jazz,romantic,0.63,100,0.7,0.44,0.86
8175,Pure Gospel,New Frost,soul,happy,0.59,107,0.62,0.73,0.71
8176,Always Dance,Paper Cloud,r&b,happy,0.43,99,0.56,0.89,0.22
8177,Floating Tide,Pulse Current,ambient,peaceful,0.11,47,0.6,0.34,0.87
8178,Redline Impact,Quiet Harmony,edm,joyful,0.98,130,0.96,0.88,0.08
8179,Raging Tribulation,Midnight Harmony,metal,intense,0.95,156,0.37,0.64,0.01
8180,Pulsing Broadcast,Pulse Flame,pop,confident,0.62,105,0.95,0.84,0.21
8181,Mended Awakening,Midnight Forest,soul,nostalgic,0.43,62,0.74,0.57,0.46
8182,Warm Vibe,Rust Bridge,r&b,joyful,0.7,78,0.83,0.66,0.45
8183,Burning Collapse,Shifting Surge,rock,angry,0.87,168,0.52,0.76,0.21
8184,Weightless Void,Twilight Melody,ambient,relaxed,0.19,76,0.61,0.44,0.88
8185,Falling Night,Bare Window,r&b,nostalgic,0.75,98,0.59,0.86,0.32
8186,Worn Night,Young Forest,blues,relaxed,0.46,88,0.38,0.57,0.81
8187,Smoldering Wall,Silver Frost,rock,intense,0.96,164,0.45,0.42,0.14
8188,Elegant Intermezzo,Rust Wave,classical,nostalgic,0.25,79,0.73,0.31,0.92
8189,Hazy Memory,Wild Moon,lofi,relaxed,0.52,67,0.58,0.69,0.81
8190,Simply Touch,Orbit Creek,r&b,confident,0.42,97,0.61,0.7,0.25
8191,Elegant Ballade,Dim Current,classical,peaceful,0.22,95,0.72,0.28,0.89
8192,Golden Life,Vivid Shadow,indie pop,joyful,0.86,109,0.84,0.61,0.32
8193,Lovely Road,Calm Bloom,indie pop,happy,0.79,117,0.77,0.64,0.42
8194,Open Void,Spinning Noise,ambient,melancholic,0.07,63,0.45,0.42,0.82
8195,Chasing Star,Loud Brook,pop,confident,0.78,130,0.91,0.68,0.08
8196,Simply Intimacy,Quiet Snow,r&b,nostalgic,0.47,105,0.58,0.8,0.24
8197,Easy Spirit,Melting Desert,reggae,peaceful,0.66,101,0.96,0.77,0.42
8198,Old Backwater,Floating Lantern,blues,nostalgic,0.24,75,0.39,0.44,0.75
8199,Stone Current,Fast Wave,rock,angry,0.95,121,0.46,0.45,0.1
8200,Tropical Chant,Lost Sea,reggae,happy,0.49,70,0.91,0.82,0.72
8201,Genuine Spirit,Ash Ocean,soul,moody,0.46,94,0.5,0.6,0.73
8202,Deep Breath,Distant Beacon,ambient,relaxed,0.14,54,0.67,0.22,0.79
8203,Hyper Matrix,Spinning Cloud,synthwave,moody,0.81,112,0.71,0.79,0.24
8204,Gold Bars,Twilight Division,hip-hop,moody,0.87,115,0.6,0.78,0.12
8205,Shining Glow,Mosaic Window,pop,nostalgic,0.75,109,0.63,0.9,0.11
8206,Midnight Bedroom,Mosaic Static,lofi,chill,0.53,59,0.72,0.69,0.8
8207,Falling Truth,Turning Division,soul,nostalgic,0.48,80,0.52,0.64,0.67
8208,Voltage Energy,Quiet Fog,edm,happy,0.89,147,0.76,0.88,0.04
8209,East Bounce,Distant Storm,hip-hop,joyful,0.89,92,0.81,0.94,0.09
8210,Death Chaos,Wide Light,metal,intense,0.92,172,0.19,0.59,0.05
8211,Screaming Barricade,Slow Tide,rock,angry,0.97,152,0.64,0.69,0.18
8212,Gold Bar,Changing Noise,country,joyful,0.62,92,0.82,0.73,0.83
8213,Simply Vibe,Frozen Mountain,r&b,romantic,0.66,99,0.84,0.77,0.48
8214,Obliterating Perdition,Warm Static,metal,confident,0.96,184,0.44,0.55,0.06
8215,Warm Notepad,Zenith Ocean,lofi,relaxed,0.26,64,0.43,0.61,0.91
8216,Wide Dance,Solar Beat,country,joyful,0.47,98,0.56,0.65,0.55
8217,Reckless Chain,Shifting Desert,rock,angry,0.8,142,0.67,0.56,0.26
8218,Fragile Shore,Radiant Machine,dream pop,romantic,0.56,95,0.63,0.59,0.62
8219,Tender Gospel,Loud Moon,soul,nostalgic,0.35,76,0.75,0.55,0.67
8220,Submerged Field,Lunar Rhythm,ambient,peaceful,0.23,49,0.74,0.22,0.83
8221,Moonlit Room,Haze Forest,jazz,relaxed,0.56,87,0.61,0.64,0.87
8222,Vivid Moment,Calm Wind,indie pop,joyful,0.58,95,0.6,0.79,0.33
8223,Mellow Afternoon,Changing Keys,lofi,relaxed,0.41,72,0.57,0.51,0.68
8224,Noble Polonaise,Blazing Foundation,classical,nostalgic,0.26,77,0.71,0.32,0.85
8225,Wistful Shore,Chrome Stone,dream pop,melancholic,0.33,89,0.77,0.53,0.64
8226,Hollow Homestead,Dim Creek,country,joyful,0.47,94,0.57,0.64,0.73
8227,Endless Periphery,Spinning Surge,ambient,relaxed,0.34,51,0.67,0.25,0.76
8228,Rich Night,Wild Reef,r&b,happy,0.73,88,0.79,0.76,0.62
8229,Smoky Suite,Drifting Bridge,jazz,relaxed,0.39,97,0.47,0.57,0.81
8230,Unbroken Tower,Zenith Network,rock,angry,0.88,141,0.63,0.58,0.16
8231,Lyrical Symphony,Iron Rush,classical,romantic,0.24,73,0.8,0.3,0.84
8232,Faded Boogie,Open Creek,blues,nostalgic,0.28,67,0.53,0.5,0.87
8233,Tender Polonaise,Warm Alliance,classical,nostalgic,0.09,51,0.66,0.4,0.95
8234,Endless Magic,Mellow Candle,r&b,confident,0.48,73,0.63,0.65,0.28
8235,Cascading Rush,Falling Groove,pop,happy,0.95,124,0.68,0.85,0.17
8236,Warm Magic,Silent Sun,r&b,nostalgic,0.51,87,0.85,0.87,0.22
8237,Dim Ballad,Coral Ocean,jazz,nostalgic,0.28,75,0.76,0.44,0.92
8238,Dreamy Corner,Pulse Circuit,lofi,melancholic,0.22,67,0.56,0.42,0.88
8239,Wistful Suggestion,Chrome Collective,dream pop,romantic,0.64,112,0.52,0.7,0.64
8240,Live Crown,Stone Strings,hip-hop,moody,0.76,101,0.64,0.81,0.07
8241,Open Dance,Still Snow,country,nostalgic,0.4,85,0.71,0.57,0.74
8242,Quiet Dusk,Falling Bridge,lofi,chill,0.42,92,0.62,0.69,0.69
8243,Death Mayhem,Orbit Signal,metal,angry,0.88,162,0.34,0.5,0.09
8244,Blue Lullaby,Hollow Valley,jazz,romantic,0.59,79,0.57,0.61,0.79
8245,Low Heart,Falling Garden,blues,melancholic,0.58,63,0.42,0.44,0.67
8246,Transparent Boundary,Ember Spark,ambient,relaxed,0.32,56,0.8,0.26,0.92
8247,Tempestuous Intermezzo,Bound Calm,classical,romantic,0.24,78,0.81,0.15,0.95
8248,Warm Guidance,Hollow Rhythm,reggae,relaxed,0.59,74,0.74,0.73,0.68
8249,Raging Manifesto,Hollow Sound,rock,angry,0.91,151,0.67,0.53,0.19
8250,Sunny Rhythm,Found Star,reggae,happy,0.71,92,0.92,0.88,0.66
8251,Nuclear Drive,Young Wind,edm,intense,0.87,134,0.96,0.91,0.02
8252,Flowing Chant,Shifting Agency,reggae,joyful,0.52,78,0.85,0.79,0.72
8253,Drifting Moon,Light Voltage,dream pop,peaceful,0.71,108,0.75,0.58,0.48
8254,Broken Shutdown,Frost Desert,rock,confident,0.91,158,0.57,0.69,0.12
8255,Muted Rain,Still Wind,lofi,focused,0.52,76,0.41,0.42,0.95
8256,Transient Illusion,Gentle Institute,dream pop,romantic,0.58,74,0.59,0.43,0.69
8257,Bright Weekend,Loud Frequency,pop,euphoric,0.93,119,0.88,0.75,0.23
8258,Neon Signal,Rising Current,pop,confident,0.77,99,0.95,0.94,0.08
8259,Gentle Session,Warm Wave,lofi,focused,0.23,90,0.68,0.49,0.71
8260,Ultraviolet Pulse,Warm Assembly,synthwave,intense,0.83,101,0.54,0.69,0.15
8261,Golden Home,Iron Flow,indie pop,joyful,0.67,118,0.83,0.59,0.2
8262,Radiant Wave,Dim Initiative,pop,nostalgic,0.64,103,0.77,0.91,0.25
8263,Slow Love,Solar Laboratory,r&b,moody,0.75,106,0.75,0.7,0.31
8264,Springtime Intermezzo,Lunar Signal,classical,nostalgic,0.19,56,0.59,0.36,0.94
8265,Appalachian Campfire,Shifting Initiative,country,nostalgic,0.44,103,0.6,0.56,0.75
8266,Evening Reverie,Smoke Chorus,classical,peaceful,0.25,91,0.64,0.18,0.81
8267,Glowing Apparition,Glowing Signal,dream pop,peaceful,0.39,78,0.66,0.59,0.49
8268,Evening Berceuse,Old Desert,classical,peaceful,0.26,53,0.66,0.29,0.93
8269,Burning Grace,Prism Stone,soul,moody,0.55,78,0.54,0.61,0.74
8270,Gentle Shore,Distant Network,dream pop,melancholic,0.47,111,0.81,0.55,0.53
8271,Troubled Moan,Pale Static,blues,nostalgic,0.43,72,0.5,0.62,0.89
8272,Vibrant Letter,Open Syndicate,indie pop,melancholic,0.73,96,0.8,0.61,0.52
8273,Lyrical Elegy,Sinking System,classical,peaceful,0.1,108,0.56,0.11,0.98
8274,Midnight Guitar,Vivid Wind,blues,melancholic,0.29,72,0.45,0.51,0.71
8275,Loud Echo,Lost Initiative,pop,happy,0.79,120,0.75,0.74,0.29
8276,Fresh Spark,Bright Melody,pop,confident,0.67,116,0.76,0.66,0.09
8277,Building Chronicle,Vivid Collective,hip-hop,intense,0.72,110,0.52,0.94,0.12
8278,Sweet Track,Pale Storm,country,romantic,0.38,114,0.83,0.72,0.78
8279,Sweet Blues,Coral River,soul,happy,0.32,89,0.53,0.58,0.37
8280,Core Oscillation,Iron Roots,edm,happy,0.88,130,0.83,0.91,0.01
8281,Drifting Cascade,Calm Star,ambient,relaxed,0.32,64,0.67,0.31,0.75
8282,Velvet Embrace,Twilight Garden,r&b,moody,0.71,75,0.76,0.74,0.61
8283,Dreamy Lamp,Mellow Groove,lofi,chill,0.34,76,0.56,0.62,0.81
8284,Warm Verse,Paper Foundation,indie pop,happy,0.54,93,0.75,0.72,0.56
8285,Silent Cascade,Golden Keys,ambient,chill,0.28,77,0.53,0.34,0.9
8286,Rising Redemption,Radiant Wave,reggae,joyful,0.51,70,0.73,0.9,0.74
8287,Nuclear Drop,Melting Glow,edm,joyful,0.89,155,0.95,0.9,0.05
8288,Pulsing Spark,Golden Brass,pop,confident,0.89,101,0.71,0.86,0.32
8289,Easy Guidance,Deep Silence,reggae,happy,0.71,80,0.86,0.71,0.6
8290,Dark Mayhem,Bound Chorus,metal,intense,0.89,170,0.3,0.69,0.07
8291,Falling Tenderness,Dark Coalition,r&b,moody,0.62,78,0.6,0.66,0.54
8292,Honest Glory,Dim Mountain,soul,joyful,0.48,108,0.87,0.68,0.74
8293,Hazy Reflection,Shifting Beat,dream pop,moody,0.35,87,0.64,0.61,0.41
8294,Grid Runway,Glass Assembly,synthwave,moody,0.91,110,0.45,0.77,0.21
8295,Eternal Haze,Changing Frost,ambient,chill,0.25,72,0.6,0.19,0.88
8296,Bass Surge,Dark Archive,edm,happy,0.89,126,0.95,0.95,0.02
8297,Void Damnation,Melting Candle,metal,confident,0.94,137,0.24,0.72,0.01
8298,Free Guidance,Distant Frequency,reggae,joyful,0.49,95,0.91,0.81,0.79
8299,Rising Revelation,Frozen Echo,soul,romantic,0.62,65,0.53,0.72,0.37
8300,Soft Standard,Amber Collective,jazz,relaxed,0.66,70,0.72,0.74,0.86
8301,Sweet Surrender,Iron Archive,r&b,joyful,0.52,66,0.62,0.66,0.38
8302,Rusted Turnaround,Stone Sun,blues,relaxed,0.49,92,0.5,0.34,0.85
8303,Mystic Shore,Paper Sound,reggae,happy,0.7,91,0.83,0.66,0.64
8304,Warm Bridge,Orbit Flame,jazz,romantic,0.49,107,0.66,0.45,0.82
8305,Small Story,Iron Star,indie pop,moody,0.83,104,0.85,0.78,0.29
8306,Savage Blade,True Frost,metal,confident,0.88,151,0.33,0.69,0.03
8307,Worn Cafe,Iron Sound,lofi,melancholic,0.24,91,0.42,0.51,0.95
8308,Blazing Day,Faded Pond,pop,nostalgic,0.73,103,0.97,0.95,0.08
8309,Eternal Harmony,Midnight Syndicate,reggae,relaxed,0.57,94,0.95,0.89,0.56
8310,Vector Synthesizer,Wild Bridge,synthwave,nostalgic,0.73,114,0.43,0.67,0.09
8311,Cold Rhythm,Zenith Bloom,hip-hop,happy,0.82,99,0.46,0.79,0.21
8312,Mended Transformation,Soaring Valley,soul,melancholic,0.56,61,0.56,0.78,0.58
8313,Simply Rhythm,Crimson Sun,r&b,happy,0.53,93,0.9,0.9,0.4
8314,Evening Intermezzo,Neon Ensemble,classical,peaceful,0.3,94,0.49,0.19,0.89
8315,One Movement,Glass Machine,reggae,peaceful,0.51,80,0.86,0.85,0.55
8316,Blurry Lamp,Open Assembly,lofi,nostalgic,0.4,86,0.49,0.68,0.88
8317,Warm Lullaby,Stone Spark,jazz,confident,0.6,119,0.7,0.74,0.84
8318,Real Bars,Broken Archive,hip-hop,moody,0.83,91,0.47,0.92,0.09
8319,Forsaken Ramble,Solar Alliance,blues,melancholic,0.34,61,0.33,0.47,0.74
8320,Hot Grind,Amber Society,hip-hop,angry,0.74,105,0.55,0.88,0.19
8321,Warm Road,Faded Agency,indie pop,moody,0.62,117,0.89,0.65,0.53
8322,Pale Threshold,Solar Noise,ambient,relaxed,0.09,62,0.59,0.25,0.95
8323,Country Sun,True Drift,country,romantic,0.48,119,0.63,0.61,0.79
8324,Building Sound,Old Surge,hip-hop,joyful,0.77,109,0.43,0.79,0.04
8325,Sweet Harvest,Radiant Current,country,romantic,0.5,84,0.69,0.65,0.79
8326,Smoky Session,Slow Signal,lofi,chill,0.28,85,0.72,0.6,0.69
8327,Cloudy Lamp,Stone Candle,lofi,chill,0.32,68,0.72,0.46,0.71
8328,Floating Petal,Fast Society,dream pop,melancholic,0.7,105,0.66,0.57,0.46
8329,Frayed Corridor,Drifting Cloud,lofi,nostalgic,0.5,66,0.42,0.43,0.93
8330,District Rhythm,Ember Mist,hip-hop,joyful,0.69,82,0.58,0.93,0.17
8331,Transparent Breath,Gentle Shore,ambient,nostalgic,0.32,65,0.45,0.42,0.9
8332,Worn Static,Floating Flame,lofi,chill,0.34,67,0.41,0.64,0.73
8333,Open Home,Worn Star,indie pop,happy,0.67,125,0.66,0.75,0.33
8334,Blinding Machine,Frozen Creek,rock,intense,0.73,142,0.52,0.7,0.04
8335,Late Swing,Paper Drift,jazz,nostalgic,0.43,88,0.68,0.49,0.81
8336,Silent Atmosphere,Crimson Division,ambient,melancholic,0.22,60,0.53,0.19,0.88
8337,Sunrise Dream,Open Current,pop,confident,0.8,111,0.68,0.75,0.36
8338,Sunny Meditation,Mellow Ocean,reggae,happy,0.6,92,0.83,0.73,0.67
8339,Fading Stasis,Changing Laboratory,ambient,peaceful,0.31,49,0.52,0.32,0.81
8340,Crushing Apocalypse,Mellow Beat,metal,confident,0.89,150,0.38,0.68,0.05
8341,Building Throne,Distant Society,hip-hop,moody,0.8,109,0.73,0.93,0.19
8342,Fading Field,Faded Project,ambient,nostalgic,0.36,58,0.5,0.38,0.9
8343,Blood Gate,Mosaic Syndicate,metal,intense,0.98,142,0.37,0.63,0.05
8344,Vibrant Song,Found Calm,indie pop,romantic,0.56,94,0.6,0.61,0.37
8345,Authentic Song,Chrome Reef,soul,moody,0.5,85,0.6,0.65,0.38
8346,Graceful Berceuse,Rust Mirror,classical,peaceful,0.5,107,0.51,0.25,0.9
8347,Timeless Dream,Stone Harmony,r&b,romantic,0.41,80,0.72,0.66,0.44
8348,Gentle Adventure,Calm Rain,indie pop,romantic,0.74,109,0.79,0.73,0.34
8349,Gentle Barcarolle,Frozen Sun,classical,peaceful,0.12,108,0.78,0.35,0.9
8350,Still Ether,Dim Wave,ambient,nostalgic,0.35,45,0.6,0.31,0.8
8351,Fierce Wire,Bound Snow,rock,confident,0.79,157,0.25,0.72,0.19
8352,Simple Chapter,Distant Lantern,indie pop,moody,0.8,127,0.58,0.66,0.4
8353,Small Friend,Quiet Pulse,indie pop,nostalgic,0.73,103,0.82,0.72,0.51
8354,Fading Space,Pale Valley,ambient,peaceful,0.35,51,0.76,0.3,0.77
8355,Genuine Salvation,Sharp Movement,soul,happy,0.33,78,0.71,0.71,0.75
8356,Positive Breeze,Indigo Echo,reggae,peaceful,0.61,100,0.85,0.89,0.41
8357,Longing Cry,Nova Bureau,soul,nostalgic,0.71,84,0.65,0.77,0.62
8358,Rusted Soul,Warm Groove,blues,melancholic,0.52,84,0.39,0.65,0.75
8359,Dim Lamp,Ash Movement,lofi,focused,0.41,90,0.41,0.42,0.88
8360,Flowing Tarantella,Raw Lantern,classical,focused,0.29,73,0.49,0.26,0.98
8361,Grinding Armageddon,Falling Keys,metal,confident,0.91,149,0.16,0.39,0.02
8362,Smokey Corner,Storm Harmony,jazz,romantic,0.55,102,0.48,0.56,0.71
8363,Chrome Override,New Glow,synthwave,moody,0.91,129,0.52,0.67,0.29
8364,Ephemeral Whisper,Dim Bureau,dream pop,romantic,0.69,105,0.58,0.47,0.71
8365,Violent Mayhem,Floating River,metal,intense,0.93,154,0.19,0.44,0.06
8366,Springtime Elegy,Cool Project,classical,romantic,0.52,82,0.66,0.19,0.81
